FID,OBJECTID,SHAPE,LBEZEICHNUNG,LTYP,LTYPTXT,SE_ANNO_CAD_DATA
OEFFLINIENOGD.782,782,"LINESTRING (16.4702689116558 48.218678188640276, 16.46839088790361 48.21528608511807, 16.46709238128874 48.21288908861803, 16.465890575605297 48.21067399637285, 16.4648286108132 48.20881922034027, 16.46492979849104 48.208712031476736, 16.46556025777009 48.20885765910978, 16.466131902102443 48.208971227110865, 16.466671265882688 48.20898846165036, 16.46724256770677 48.20896639570225, 16.468742852076186 48.20888972119412, 16.46908983515589 48.20885005958092, 16.46945268965119 48.20875327182242, 16.46998622685129 48.20858489994893)",95A,2,Autobus,
OEFFLINIENOGD.783,783,"LINESTRING (16.46998622685129 48.20858489994893, 16.467881554775488 48.20618884681514, 16.467522739864282 48.20577166375463, 16.47023544703533 48.203826897462974, 16.472937222570682 48.20186423339076)",95A,2,Autobus,
OEFFLINIENOGD.784,784,"LINESTRING (16.475922887899046 48.20424128125341, 16.474931430488937 48.20485281292012, 16.47468626326106 48.205017291096524, 16.47453731932337 48.205224482917615, 16.474026971243497 48.2060567141976, 16.473431307463652 48.20693901388064, 16.47296321354146 48.207610577779306, 16.472819386067926 48.207739239031326, 16.472686113090056 48.207821489043845, 16.4725100939811 48.20789308146559, 16.472216601109526 48.20796481280917, 16.472040448566116 48.2079864358635, 16.47141081876169 48.208158499859074, 16.470701144329777 48.20835206873357, 16.470226311205586 48.208506097866, 16.46998622685129 48.20858489994893)",95A,2,Autobus,
OEFFLINIENOGD.785,785,"LINESTRING (16.47075525290433 48.26034057172219, 16.464377787461633 48.26185370559777)",27A,2,Autobus,
OEFFLINIENOGD.786,786,"LINESTRING (16.46879447563933 48.25157983077943, 16.468854665917643 48.25157816320328, 16.471553414750183 48.25171876323261, 16.471659635877106 48.251726518675056)","24A, 87A",2,Autobus,
OEFFLINIENOGD.787,787,"LINESTRING (16.471659635877106 48.251726518675056, 16.4722622727184 48.25177051653844, 16.473091772588514 48.251783555701095, 16.47422036873364 48.25174363816111, 16.475884199983454 48.25161540854601, 16.477322224899037 48.251466396705936)",24A,2,Autobus,
OEFFLINIENOGD.788,788,"LINESTRING (16.47075525290433 48.26034057172219, 16.471959714824724 48.26004867022079, 16.473818696068218 48.259632437390266, 16.47443102995642 48.259422312220444, 16.475171664590384 48.259221546925865, 16.475513486966022 48.25912595529814, 16.474988429776115 48.25735153622176, 16.474256904812925 48.255634469662354, 16.473619955816527 48.25462159621102, 16.472882837012737 48.253447036094094, 16.471903100944903 48.252129993186585, 16.471659635877106 48.251726518675056)",87A,2,Autobus,
OEFFLINIENOGD.789,789,"LINESTRING (16.462345491121646 48.23583944426648, 16.46180285780035 48.2367822965203, 16.46048350018411 48.2391036839389, 16.460452092425363 48.23937140384185, 16.460532764300137 48.23958903571142, 16.46062961412683 48.239867324834215, 16.460635398086254 48.24004934489701, 16.460566451077828 48.24025999998749, 16.460331909882864 48.24048868009677, 16.45961714389121 48.24098913200753, 16.458957846641315 48.241453569227595)","22A, 87A",2,Autobus,
OEFFLINIENOGD.790,790,"LINESTRING (16.46879447563933 48.25157983077943, 16.468427977739708 48.25107772090941, 16.46807939017776 48.25060520988084, 16.467664144918935 48.25018631097629, 16.467047761605276 48.24947615864176, 16.465993792428858 48.24829953520934, 16.46518128983822 48.24750036619562, 16.462829050432262 48.245307955806155, 16.461566080950668 48.244173161173656, 16.46119100242237 48.2437482456409, 16.46100395380699 48.243736552055374, 16.460394261606663 48.243879978818214, 16.460256216544632 48.24387715399059, 16.46017595789199 48.2438326266735, 16.460117847811993 48.243740485595026, 16.458957846641315 48.241453569227595)",87A,2,Autobus,
OEFFLINIENOGD.791,791,"LINESTRING (16.4546771052249 48.22448918478691, 16.452952757033643 48.225678292554285)","95A, 96A",2,Autobus,
OEFFLINIENOGD.792,792,"LINESTRING (16.452952757033643 48.225678292554285, 16.452736154398654 48.22561628806642, 16.45233492078558 48.22534305814075, 16.45169235450175 48.22463879685888, 16.450737264116714 48.2235035692561, 16.450231883935107 48.22242142493703, 16.45005675748592 48.22172858515327)","86A, 87A",2,Autobus,
OEFFLINIENOGD.793,793,"LINESTRING (16.45005675748592 48.22172858515327, 16.45176475894073 48.221215298579594, 16.453000776541245 48.22258520317885, 16.4546771052249 48.22448918478691)","86A, 87A",2,Autobus,
OEFFLINIENOGD.794,794,"LINESTRING (16.45005675748592 48.22172858515327, 16.449876735587736 48.22083349822512, 16.449376060341084 48.21984652320359, 16.448733095761412 48.21891024852963)","86A, 87A",2,Autobus,
OEFFLINIENOGD.795,795,"LINESTRING (16.476334094822093 48.2241297084656, 16.477557372463558 48.223044961366725)","84A, 93A, 97A, 98A",2,Autobus,
OEFFLINIENOGD.796,796,"LINESTRING (16.48241593111415 48.22238592545805, 16.483365528935654 48.22447267438502, 16.48462462648677 48.227350770375324)",84A,2,Autobus,
OEFFLINIENOGD.797,797,"LINESTRING (16.41506597799511 48.232422767189554, 16.41600508649134 48.23170114782385)","20A, 92A",2,Autobus,
OEFFLINIENOGD.798,798,"LINESTRING (16.41600508649134 48.23170114782385, 16.418595497431795 48.22981820374181, 16.42092878689797 48.22804620071179, 16.423169463459388 48.22635512054717, 16.424499637310205 48.225388051785565)",92A,2,Autobus,
OEFFLINIENOGD.799,799,"LINESTRING (16.424499637310205 48.225388051785565, 16.4257656797318 48.224430534977365, 16.423847905475217 48.223266088144975)",92A,2,Autobus,
OEFFLINIENOGD.800,800,"LINESTRING (16.423847905475217 48.223266088144975, 16.42254627802392 48.224242645712444, 16.424499637310205 48.225388051785565)",92A,2,Autobus,
OEFFLINIENOGD.801,801,"LINESTRING (16.423847905475217 48.223266088144975, 16.426714151647445 48.22111284647748, 16.428378359262457 48.219888486710204, 16.43035534379764 48.218406867757885, 16.43365509310671 48.21608653323927, 16.435539478357715 48.214742910049324, 16.436904897495076 48.21386608345009, 16.43790061076394 48.213289379321395, 16.43811398463166 48.21317021855147, 16.43835596090697 48.21311289595592, 16.438612300272357 48.21311742675737, 16.4388472312292 48.213098181100484, 16.439018023688146 48.21305044000551, 16.439259864499466 48.21292649151982, 16.439402115782592 48.212850221253106, 16.439551554451803 48.21280725684374)",92A,2,Autobus,
OEFFLINIENOGD.802,802,"LINESTRING (16.439551554451803 48.21280725684374, 16.4395068930688 48.21262174813285)","92A, 92B, 93A",2,Autobus,
OEFFLINIENOGD.803,803,"LINESTRING (16.4395068930688 48.21262174813285, 16.439747989100944 48.21248304688205, 16.44012786700444 48.21231423813787, 16.440272973469554 48.212242723386986, 16.440296333107067 48.21217560235354, 16.44025993124731 48.21213137725565, 16.440195795004822 48.21210430926521, 16.440121035821598 48.212105805076256, 16.440067671731445 48.212124412577815, 16.440001547602197 48.21217015859661)","92B, 93A",2,Autobus,
OEFFLINIENOGD.804,804,"LINESTRING (16.440001547602197 48.21217015859661, 16.4395068930688 48.21262174813285)","92A, 92B, 93A",2,Autobus,
OEFFLINIENOGD.876,876,"LINESTRING (16.47492077348172 48.24909898819832, 16.477322224899037 48.251466396705936)",86A,2,Autobus,
OEFFLINIENOGD.877,877,"LINESTRING (16.282051887068928 48.13460693549814, 16.281447613093725 48.13400310284946, 16.281369707613546 48.13372228706203, 16.28147727639162 48.13284668890108)",61A,2,Autobus,
OEFFLINIENOGD.878,878,"LINESTRING (16.28147727639162 48.13284668890108, 16.2817346812992 48.13144878661358)",61A,2,Autobus,
OEFFLINIENOGD.879,879,"LINESTRING (16.2817346812992 48.13144878661358, 16.281343522343644 48.131603266919875, 16.280813550567352 48.13192900247599, 16.28122542767402 48.132350368397695, 16.28138511559616 48.132602669564164, 16.28147727639162 48.13284668890108)",61A,2,Autobus,
OEFFLINIENOGD.880,880,"LINESTRING (16.2817346812992 48.13144878661358, 16.28297589620528 48.130775973506715, 16.283434650202626 48.13055132318973, 16.283749283601193 48.130487220474265, 16.284095854938155 48.130473100811344, 16.287161214774702 48.13083136818954, 16.287459765051995 48.1308564790917, 16.287976972862833 48.13082100490273, 16.292520099073112 48.13019463177761, 16.29799089953044 48.12944346763912, 16.297872811404467 48.13051419598254, 16.29790911358544 48.131891927385674, 16.297943700349045 48.133106764118764)",61A,2,Autobus,
OEFFLINIENOGD.881,881,"LINESTRING (16.297943700349045 48.133106764118764, 16.294153379861786 48.13358324416786, 16.290427701178686 48.1340434450306, 16.290164650731764 48.13404809955472, 16.28964560668701 48.134114516163784, 16.288820785362915 48.13426170794351, 16.288095382705453 48.13452315015442, 16.28814438311192 48.13534647055981, 16.288471025940193 48.13577491266983, 16.288520569447023 48.136017640514176, 16.288399547862976 48.13618891258952, 16.287332734361204 48.13657394112206)",64A,2,Autobus,
OEFFLINIENOGD.882,882,"LINESTRING (16.2981197561156 48.1373106495022, 16.297943700349045 48.133106764118764)","61A, 64A",2,Autobus,
OEFFLINIENOGD.883,883,"LINESTRING (16.2981197561156 48.1373106495022, 16.298117542185224 48.13846649940156, 16.29804137717054 48.14051163635656, 16.297970131515562 48.1412133523631)",61A,2,Autobus,
OEFFLINIENOGD.884,884,"LINESTRING (16.297970131515562 48.1412133523631, 16.295170523399413 48.14109639077209, 16.291934863289022 48.14163057699047, 16.29174815304891 48.14170188934543, 16.291735876656688 48.14170543246221)",60A,2,Autobus,
OEFFLINIENOGD.885,885,"LINESTRING (16.312372594895148 48.13666829761514, 16.310592492594687 48.13660738411659, 16.3082569648629 48.1365818587341, 16.30592139143111 48.13663837752928, 16.303351127590147 48.136794720256056, 16.300871450355142 48.13702241839982, 16.2981197561156 48.1373106495022)",64A,2,Autobus,
OEFFLINIENOGD.886,886,"LINESTRING (16.321257512994755 48.190001362946056, 16.321872168690856 48.18610381249596, 16.323763865449013 48.18624567335834)",57A,2,Autobus,
OEFFLINIENOGD.887,887,"LINESTRING (16.323763865449013 48.18624567335834, 16.324574597001998 48.18629948440732, 16.326217939737123 48.18660245974452, 16.326999441100117 48.18678324071767, 16.32760566708119 48.186856550949216, 16.3283798913531 48.186915215780786, 16.32884004665043 48.186939667533466, 16.32942436304283 48.18702761853376, 16.329928328906377 48.18716928954656, 16.332251267902475 48.187898900095014)",57A,2,Autobus,
OEFFLINIENOGD.888,888,"LINESTRING (16.333234266274665 48.188068464769906, 16.33296738885412 48.18802681756302)","12A, 57A",2,Autobus,
OEFFLINIENOGD.889,889,"LINESTRING (16.337962166611316 48.19058709123573, 16.33802143684068 48.19061771299704, 16.338313625078232 48.19068120324256, 16.338890685373663 48.19060792640188, 16.33997176048611 48.19049067269836, 16.34031507868277 48.19051019731856, 16.341169721203574 48.190554121235685, 16.34188557787561 48.19059316081614, 16.342681797883728 48.190724992210356, 16.34338306283622 48.19086170839043, 16.34369716212959 48.19086168793168, 16.344617506561942 48.19060764235919, 16.34543564042249 48.190700379370064, 16.34622456562618 48.19082730261037, 16.347758664434437 48.19136442322082, 16.348452798933398 48.192131176569724, 16.349680456201032 48.19381121664148, 16.35054292879304 48.19473089687801)",57A,2,Autobus,
OEFFLINIENOGD.890,890,"LINESTRING (16.352827241873918 48.19324104713239, 16.352578136549592 48.193269637522725, 16.351738440574373 48.19384320386747, 16.35054292879304 48.19473089687801)","13A, 14A",2,Autobus,
OEFFLINIENOGD.891,891,"LINESTRING (16.35054292879304 48.19473089687801, 16.35111608006047 48.195313790160846, 16.35119444292735 48.19554220707243, 16.35169294203897 48.19636067317831)","13A, 14A, 57A",2,Autobus,
OEFFLINIENOGD.892,892,"LINESTRING (16.350239595330468 48.198128756439054, 16.351657871512373 48.19806912585747, 16.352501368857148 48.19803331607683, 16.353860920862793 48.19795935043921, 16.353935654198526 48.19793554464757, 16.354045904584755 48.197702341135034, 16.354048347039907 48.197659065505235)","13A, 14A",2,Autobus,
OEFFLINIENOGD.893,893,"LINESTRING (16.35169294203897 48.19636067317831, 16.352176353857914 48.19688383049143, 16.35369272669306 48.19754509592116, 16.354048347039907 48.197659065505235)","13A, 57A",2,Autobus,
OEFFLINIENOGD.894,894,"LINESTRING (16.354270670349514 48.19771350585849, 16.356340942402202 48.1982204237896, 16.35867607962773 48.199029002037065, 16.360940110043185 48.19984706654906, 16.362884463889717 48.201788262213995)",57A,2,Autobus,
OEFFLINIENOGD.895,895,"LINESTRING (16.363518834207753 48.20382251216935, 16.362175590419486 48.20303435497959, 16.36207492922351 48.202969953327745)",57A,2,Autobus,
OEFFLINIENOGD.896,896,"LINESTRING (16.363340347730098 48.20232591150177, 16.36207492922351 48.202969953327745)",57A,2,Autobus,
OEFFLINIENOGD.897,897,"LINESTRING (16.363340347730098 48.20232591150177, 16.364153579503235 48.2033293362136, 16.363518834207753 48.20382251216935)",57A,2,Autobus,
OEFFLINIENOGD.898,898,"LINESTRING (16.294065169350805 48.17460671431408, 16.294785468434657 48.17427765744206, 16.29549883534184 48.1738240238492)","58A, 8A",2,Autobus,
OEFFLINIENOGD.899,899,"LINESTRING (16.295609471961615 48.17226643133291, 16.295097530465117 48.17233411301965)","56A, 56B, 58A",2,Autobus,
OEFFLINIENOGD.900,900,"LINESTRING (16.297107998808997 48.172020880416966, 16.29566176621853 48.172259517734965, 16.295609471961615 48.17226643133291)","56A, 56B, 58A",2,Autobus,
OEFFLINIENOGD.901,901,"LINESTRING (16.295609471961615 48.17226643133291, 16.295935786322147 48.17278577900438, 16.296099268177745 48.17298809015225, 16.29628768863691 48.173142821101145, 16.29631965052854 48.17321421593568, 16.296273343639545 48.17329272252982, 16.29549883534184 48.1738240238492)",58A,2,Autobus,
OEFFLINIENOGD.902,902,"LINESTRING (16.294065169350805 48.17460671431408, 16.29393867387613 48.17453872958199, 16.29349444968631 48.173981771677454, 16.293196095962468 48.17341534804054, 16.293498674787866 48.17317513520268, 16.293808311839246 48.17299916910987, 16.294117891103543 48.17288982672468, 16.294580419364173 48.17280195437235, 16.294861503088 48.172737809579424, 16.295046583295196 48.17261414415011, 16.29511072523692 48.172476157751944, 16.295097530465117 48.17233411301965)",58A,2,Autobus,
OEFFLINIENOGD.903,903,"LINESTRING (16.29636302618743 48.17050146849337, 16.29679133868304 48.17139962616273, 16.297107998808997 48.172020880416966)","56A, 56B, 58A",2,Autobus,
OEFFLINIENOGD.904,904,"LINESTRING (16.29636302618743 48.17050146849337, 16.295564130630957 48.16886025040627, 16.294836001903132 48.16752154116784, 16.293912493447685 48.16592101527687, 16.293059990594056 48.16454655693462, 16.29162975151577 48.16233958089984)",58A,2,Autobus,
OEFFLINIENOGD.905,905,"LINESTRING (16.27985853058739 48.153386429845916, 16.28169435344744 48.152517377149955, 16.28389442776409 48.151460006975405)","56A, 56B, 58A, 60A",2,Autobus,
OEFFLINIENOGD.906,906,"LINESTRING (16.28655120069413 48.1597160046181, 16.285896875072975 48.159419865393396, 16.28522845947225 48.159224455039684, 16.28451729933657 48.159100405595375, 16.2810964801281 48.158680034749906, 16.279866388385226 48.15829872495047, 16.28009499431863 48.15738036054573, 16.280345216557272 48.156195505171475, 16.27985853058739 48.153386429845916)",58A,2,Autobus,
OEFFLINIENOGD.907,907,"LINESTRING (16.28389442776409 48.151460006975405, 16.28407638723749 48.1519760690664, 16.284253838354353 48.152318793495155, 16.284452699149824 48.152590143202204, 16.285290755831117 48.153756457984294, 16.287531340563984 48.1534623710839, 16.290438653525737 48.153090350158934)",58A,2,Autobus,
OEFFLINIENOGD.908,908,"LINESTRING (16.291966465120023 48.15290820228734, 16.2918096302872 48.153340254871296, 16.291709723078796 48.153734256206, 16.29161827028767 48.154217730166295, 16.29159487715002 48.15495250207986, 16.291588832549895 48.15536367252598, 16.291491808260147 48.15570627816727, 16.29122379524764 48.1563819445526, 16.29116352443933 48.15698535428227, 16.291151521084444 48.15769919119877, 16.291175684299255 48.15826168025944)","56A, 56B",2,Autobus,
OEFFLINIENOGD.909,909,"LINESTRING (16.288674144829308 48.14770821837601, 16.289492576443898 48.14779638742296, 16.289966563089585 48.147925470931085, 16.29049240340009 48.148059531937704, 16.29230762683664 48.14771817353633, 16.293530095636783 48.14750546296559, 16.29376710053529 48.147560082013214)","58A, 66A",2,Autobus,
OEFFLINIENOGD.910,910,"LINESTRING (16.29376710053529 48.147560082013214, 16.29376728786643 48.147332040560435, 16.293315981226726 48.14664774811895, 16.29303485016788 48.146216346481765, 16.292983568723873 48.14553220162368, 16.29399861026439 48.14527479063667)",66A,2,Autobus,
